timestamp,initial_cash,cash,realized_net_pnl,unrealized_net_pnl,equity,expected_equity,reconciliation_diff,drawdown,open_positions
2026-01-02T09:00:00,100000000.0,100000000.0,0,0,100000000.0,100000000.0,0.0,0.0,0
2026-01-02T09:05:00,100000000.0,100000000.0,0,0,100000000.0,100000000.0,0.0,0.0,0
2026-01-02T09:10:00,100000000.0,73190039.11,0,0.0,99995979.11,100000000.0,4020.891,0.0,0
2026-01-02T09:15:00,100000000.0,73190039.11,0,253232.0,100249211.11,100253232.0,4020.891,0.0,0
2026-01-02T09:20:00,100000000.0,-26939678.1,0,268226.0,100249187.9,100268226.0,19038.096,0.0,0
2026-01-02T09:25:00,100000000.0,-26939678.1,0,670880.0,100651841.9,100670880.0,19038.096,0.0,0
2026-01-02T09:30:00,100000000.0,-26939678.1,0,731570.0,100712531.9,100731570.0,19038.096,0.0,0
2026-01-02T09:35:00,100000000.0,-26939678.1,0,785862.0,100766823.9,100785862.0,19038.096,0.0,0
2026-01-02T09:40:00,100000000.0,3413517.53,0,1439528.0,101811185.53,101439528.0,371657.529,0.0,0
2026-01-02T09:45:00,100000000.0,3413517.53,0,1631966.0,102003623.53,101631966.0,371657.529,0.0,0
2026-01-02T09:50:00,100000000.0,24884966.4,0,1205748.0,102035154.4,101205748.0,829406.399,0.0,0
2026-01-02T09:55:00,100000000.0,24884966.4,0,1081008.0,101910414.4,101081008.0,829406.399,0.0012,0
2026-01-02T10:00:00,100000000.0,24884966.4,0,1117210.0,101946616.4,101117210.0,829406.399,0.0009,0
2026-01-02T10:05:00,100000000.0,24884966.4,0,570714.0,101400120.4,100570714.0,829406.399,0.0062,0
2026-01-02T10:10:00,100000000.0,24884966.4,0,1088962.0,101918368.4,101088962.0,829406.399,0.0011,0
2026-01-02T10:15:00,100000000.0,24884966.4,0,862780.0,101692186.4,100862780.0,829406.399,0.0034,0
2026-01-02T10:20:00,100000000.0,51721772.38,26845.09,701100.0,101561372.38,100727945.09,833427.29,0.0046,0
2026-01-02T10:25:00,100000000.0,11897399.62,26845.09,523980.0,101378279.62,100550825.09,827454.53,0.0064,0
2026-01-02T10:30:00,100000000.0,11897399.62,26845.09,394092.0,101248391.62,100420937.09,827454.53,0.0077,0
2026-01-02T10:35:00,100000000.0,23839267.48,26845.09,252935.0,101117702.48,100279780.09,837922.39,0.009,0
2026-01-02T10:40:00,100000000.0,62868583.45,837327.91,0.0,100831633.45,100837327.91,5694.4575,0.0118,0
2026-01-02T10:45:00,100000000.0,-4845572.15,837327.91,181980.0,101003457.85,101019307.91,15850.0575,0.0101,0
2026-01-02T10:50:00,100000000.0,-4845572.15,837327.91,671106.0,101492583.85,101508433.91,15850.0575,0.0053,0
2026-01-02T10:55:00,100000000.0,6721577.84,837327.91,596076.0,101607053.84,101433403.91,173649.93,0.0042,0
2026-01-02T11:00:00,100000000.0,6721577.84,837327.91,176988.0,101187965.84,101014315.91,173649.93,0.0083,0
2026-01-02T11:05:00,100000000.0,6721577.84,837327.91,723420.0,101734397.84,101560747.91,173649.93,0.0029,0
2026-01-02T11:10:00,100000000.0,14920558.59,837327.91,696432.0,101945790.59,101533759.91,412030.68,0.0009,0
2026-01-02T11:15:00,100000000.0,14920558.59,837327.91,455216.0,101704574.59,101292543.91,412030.68,0.0032,0
2026-01-02T11:20:00,100000000.0,42289535.36,443640.91,649264.0,101509099.36,101092904.91,416194.455,0.0052,0
2026-01-02T11:25:00,100000000.0,2850870.45,443640.91,1130977.0,101984897.45,101574617.91,410279.5425,0.0005,0
2026-01-02T11:30:00,100000000.0,14961408.76,443640.91,1426722.0,102442880.76,101870362.91,572517.8525,0.0,0
2026-01-02T11:35:00,100000000.0,14961408.76,443640.91,1508238.0,102524396.76,101951878.91,572517.8525,0.0,0
2026-01-02T11:40:00,100000000.0,14961408.76,443640.91,1503130.0,102519288.76,101946770.91,572517.8525,0.0,0
2026-01-02T11:45:00,100000000.0,14961408.76,443640.91,1806830.0,102822988.76,102250470.91,572517.8525,0.0,0
2026-01-02T11:50:00,100000000.0,14961408.76,443640.91,1803529.0,102819687.76,102247169.91,572517.8525,0.0,0
2026-01-02T11:55:00,100000000.0,14961408.76,443640.91,1902541.0,102918699.76,102346181.91,572517.8525,0.0,0
2026-01-02T12:00:00,100000000.0,26930822.8,443640.91,1899893.0,103075065.8,102343533.91,731531.8925,0.0,0
2026-01-02T12:05:00,100000000.0,26930822.8,443640.91,1736161.0,102911333.8,102179801.91,731531.8925,0.0016,0
2026-01-02T12:10:00,100000000.0,26930822.8,443640.91,1660452.0,102835624.8,102104092.91,731531.8925,0.0023,0
2026-01-02T12:15:00,100000000.0,35412950.33,443640.91,1868826.0,103251076.33,102312466.91,938609.4275,0.0,0
2026-01-02T12:20:00,100000000.0,35412950.33,443640.91,2046616.0,103428866.33,102490256.91,938609.4275,0.0,0
2026-01-02T12:25:00,100000000.0,35412950.33,443640.91,2176004.0,103558254.33,102619644.91,938609.4275,0.0,0
2026-01-02T12:30:00,100000000.0,63355555.79,545292.85,1844558.0,103172213.79,102389850.85,782362.9425,0.0037,0
2026-01-02T12:35:00,100000000.0,-29942836.87,545292.85,1628860.0,102942523.13,102174152.85,768370.2825,0.0059,0
2026-01-02T12:40:00,100000000.0,-29942836.87,545292.85,1366390.0,102680053.13,101911682.85,768370.2825,0.0085,0
2026-01-02T12:45:00,100000000.0,-29942836.87,545292.85,1520138.0,102833801.13,102065430.85,768370.2825,0.007,0
2026-01-02T12:50:00,100000000.0,-29942836.87,545292.85,2128352.0,103442015.13,102673644.85,768370.2825,0.0011,0
2026-01-02T12:55:00,100000000.0,-29942836.87,545292.85,2678122.0,103991785.13,103223414.85,768370.2825,0.0,0
2026-01-02T13:00:00,100000000.0,-1734750.11,545292.85,3076936.0,104678485.89,103622228.85,1056257.0425,0.0,0
2026-01-02T13:05:00,100000000.0,-1734750.11,545292.85,3011752.0,104613301.89,103557044.85,1056257.0425,0.0006,0
2026-01-02T13:10:00,100000000.0,-1734750.11,545292.85,3309610.0,104911159.89,103854902.85,1056257.0425,0.0,0
2026-01-02T13:15:00,100000000.0,18194312.29,545292.85,3468912.0,105463524.29,104014204.85,1449319.4425,0.0,0
2026-01-02T13:20:00,100000000.0,18194312.29,545292.85,3339762.0,105334374.29,103885054.85,1449319.4425,0.0012,0
2026-01-02T13:25:00,100000000.0,18194312.29,545292.85,3753318.0,105747930.29,104298610.85,1449319.4425,0.0,0
2026-01-02T13:30:00,100000000.0,18194312.29,545292.85,4264144.0,106258756.29,104809436.85,1449319.4425,0.0,0
2026-01-02T13:35:00,100000000.0,18194312.29,545292.85,4319816.0,106314428.29,104865108.85,1449319.4425,0.0,0
2026-01-02T13:40:00,100000000.0,18194312.29,545292.85,4457938.0,106452550.29,105003230.85,1449319.4425,0.0,0
2026-01-02T13:45:00,100000000.0,18194312.29,545292.85,4124228.0,106118840.29,104669520.85,1449319.4425,0.0031,0
2026-01-02T13:50:00,100000000.0,18194312.29,545292.85,4200568.0,106195180.29,104745860.85,1449319.4425,0.0024,0
2026-01-02T13:55:00,100000000.0,18194312.29,545292.85,4518298.0,106512910.29,105063590.85,1449319.4425,0.0,0
2026-01-02T14:00:00,100000000.0,18194312.29,545292.85,4067356.0,106061968.29,104612648.85,1449319.4425,0.0042,0
2026-01-02T14:05:00,100000000.0,64438859.24,1628596.3,3544298.0,105955257.24,105172894.3,782362.9425,0.0052,0
2026-01-02T14:10:00,100000000.0,22895288.64,1628596.3,3441916.0,105846644.64,105070512.3,776132.3415,0.0063,0
2026-01-02T14:15:00,100000000.0,22895288.64,1628596.3,3491288.0,105896016.64,105119884.3,776132.3415,0.0058,0
2026-01-02T14:20:00,100000000.0,22895288.64,1628596.3,3259110.0,105663838.64,104887706.3,776132.3415,0.008,0
2026-01-02T14:25:00,100000000.0,22895288.64,1628596.3,3319924.0,105724652.64,104948520.3,776132.3415,0.0074,0
2026-01-02T14:30:00,100000000.0,22895288.64,1628596.3,3313172.0,105717900.64,104941768.3,776132.3415,0.0075,0
2026-01-02T14:35:00,100000000.0,22895288.64,1628596.3,3580860.0,105985588.64,105209456.3,776132.3415,0.005,0
2026-01-02T14:40:00,100000000.0,-19156999.28,1163805.57,4092986.0,106026686.72,105256791.57,769895.1525,0.0046,0
2026-01-02T14:45:00,100000000.0,-19156999.28,1163805.57,4699678.0,106633378.72,105863483.57,769895.1525,0.0,0
2026-01-02T14:50:00,100000000.0,-19156999.28,1163805.57,4750228.0,106683928.72,105914033.57,769895.1525,0.0,0
2026-01-02T14:55:00,100000000.0,-19156999.28,1163805.57,4927196.0,106860896.72,106091001.57,769895.1525,0.0,0
2026-01-02T15:00:00,100000000.0,-19156999.28,1163805.57,4515724.0,106449424.72,105679529.57,769895.1525,0.0039,0
2026-01-02T15:05:00,100000000.0,6126800.98,1163805.57,5769014.0,108061914.98,106932819.57,1129095.4125,0.0,0
2026-01-02T15:10:00,100000000.0,6126800.98,1163805.57,5325376.0,107618276.98,106489181.57,1129095.4125,0.0041,0
2026-01-02T15:15:00,100000000.0,6126800.98,1163805.57,4993664.0,107286564.98,106157469.57,1129095.4125,0.0072,0
2026-01-02T15:20:00,100000000.0,107017878.99,7017878.99,0,107017878.99,107017878.99,0.0,0.0097,0
2026-01-02T15:25:00,100000000.0,107017878.99,7017878.99,0,107017878.99,107017878.99,0.0,0.0097,0
2026-01-02T15:30:00,100000000.0,107017878.99,7017878.99,0,107017878.99,107017878.99,0.0,0.0097,0
2026-01-05T09:00:00,100000000.0,61723335.83,7017878.99,0.0,107011085.83,107017878.99,6793.1625,0.0097,0
2026-01-05T09:05:00,100000000.0,20795997.65,7017878.99,-189925.0,106815022.65,106827953.99,12931.3425,0.0115,0
2026-01-05T09:10:00,100000000.0,20795997.65,7017878.99,109675.0,107114622.65,107127553.99,12931.3425,0.0088,0
2026-01-05T09:15:00,100000000.0,20795997.65,7017878.99,44351.0,107049298.65,107062229.99,12931.3425,0.0094,0
2026-01-05T09:20:00,100000000.0,33139381.02,7017878.99,121444.0,107218675.02,107139322.99,79352.0325,0.0078,0
2026-01-05T09:25:00,100000000.0,33139381.02,7017878.99,-29684.0,107067547.02,106988194.99,79352.0325,0.0092,0
2026-01-05T09:30:00,100000000.0,33139381.02,7017878.99,371694.0,107468925.02,107389572.99,79352.0325,0.0055,0
2026-01-05T09:35:00,100000000.0,47324617.87,6629098.5,384462.0,107260279.87,107013560.5,246719.37,0.0074,0
2026-01-05T09:40:00,100000000.0,4881852.41,6629098.5,-33297.0,106836155.41,106595801.5,240353.91,0.0113,0
2026-01-05T09:45:00,100000000.0,43738434.04,6010259.7,175422.0,106431956.04,106185681.7,246274.335,0.0151,0
2026-01-05T09:50:00,100000000.0,43738434.04,6010259.7,386811.0,106643345.04,106397070.7,246274.335,0.0131,0
2026-01-05T09:55:00,100000000.0,11765638.84,6010259.7,616220.0,106867958.84,106626479.7,241479.135,0.011,0
2026-01-05T10:00:00,100000000.0,24587487.38,6010259.7,491895.0,106878882.38,106502154.7,376727.68,0.0109,0
2026-01-05T10:05:00,100000000.0,24587487.38,6010259.7,593559.0,106980546.38,106603818.7,376727.68,0.01,0
2026-01-05T10:10:00,100000000.0,24587487.38,6010259.7,513288.0,106900275.38,106523547.7,376727.68,0.0107,0
2026-01-05T10:15:00,100000000.0,24587487.38,6010259.7,411105.0,106798092.38,106421364.7,376727.68,0.0117,0
2026-01-05T10:20:00,100000000.0,24587487.38,6010259.7,526614.0,106913601.38,106536873.7,376727.68,0.0106,0
2026-01-05T10:25:00,100000000.0,33698386.42,6010259.7,689494.0,107267980.42,106699753.7,568226.715,0.0073,0
2026-01-05T10:30:00,100000000.0,33698386.42,6010259.7,653176.0,107231662.42,106663435.7,568226.715,0.0077,0
2026-01-05T10:35:00,100000000.0,33698386.42,6010259.7,672801.0,107251287.42,106683060.7,568226.715,0.0075,0
2026-01-05T10:40:00,100000000.0,65382481.72,5721559.8,727738.0,107022319.72,106449297.8,573021.915,0.0096,0
2026-01-05T10:45:00,100000000.0,65382481.72,5721559.8,665186.0,106959767.72,106386745.8,573021.915,0.0102,0
2026-01-05T10:50:00,100000000.0,-313836.65,5982647.27,505720.0,106795883.35,106488367.27,307516.08,0.0117,0
2026-01-05T10:55:00,100000000.0,-313836.65,5982647.27,1174980.0,107465143.35,107157627.27,307516.08,0.0055,0
2026-01-05T11:00:00,100000000.0,-313836.65,5982647.27,1788928.0,108079091.35,107771575.27,307516.08,0.0,0
2026-01-05T11:05:00,100000000.0,25694547.91,5982647.27,1606088.0,108201435.91,107588735.27,612700.64,0.0,0
2026-01-05T11:10:00,100000000.0,25694547.91,5982647.27,1352816.0,107948163.91,107335463.27,612700.64,0.0023,0
2026-01-05T11:15:00,100000000.0,25694547.91,5982647.27,1566976.0,108162323.91,107549623.27,612700.64,0.0004,0
2026-01-05T11:20:00,100000000.0,25694547.91,5982647.27,1606448.0,108201795.91,107589095.27,612700.64,0.0,0
2026-01-05T11:25:00,100000000.0,25694547.91,5982647.27,1900912.0,108496259.91,107883559.27,612700.64,0.0,0
2026-01-05T11:30:00,100000000.0,25694547.91,5982647.27,1898440.0,108493787.91,107881087.27,612700.64,0.0,0
2026-01-05T11:35:00,100000000.0,44010761.51,5982647.27,1725088.0,108731049.51,107707735.27,1023314.24,0.0,0
2026-01-05T11:40:00,100000000.0,2219883.82,5982647.27,1519696.0,108519389.82,107502343.27,1017046.5485,0.0019,0
2026-01-05T11:45:00,100000000.0,2219883.82,5982647.27,1051634.0,108051327.82,107034281.27,1017046.5485,0.0063,0
2026-01-05T11:50:00,100000000.0,3079812.12,6778216.39,946604.0,108032726.12,107724820.39,307905.7335,0.0064,0
2026-01-05T11:55:00,100000000.0,3079812.12,6778216.39,1713582.0,108799704.12,108491798.39,307905.7335,0.0,0
2026-01-05T12:00:00,100000000.0,3079812.12,6778216.39,2253466.0,109339588.12,109031682.39,307905.7335,0.0,0
2026-01-05T12:05:00,100000000.0,15640870.2,6778216.39,1837078.0,109075298.2,108615294.39,460003.8135,0.0024,0
2026-01-05T12:10:00,100000000.0,28302052.66,6778216.39,2336476.0,109705568.66,109114692.39,590876.2695,0.0,0
2026-01-05T12:15:00,100000000.0,46176050.26,6778216.39,2205596.0,109989496.26,108983812.39,1005683.8755,0.0,0
2026-01-05T12:20:00,100000000.0,46176050.26,6778216.39,2111321.0,109895221.26,108889537.39,1005683.8755,0.0009,0
2026-01-05T12:25:00,100000000.0,46176050.26,6778216.39,2239632.0,110023532.26,109017848.39,1005683.8755,0.0,0
2026-01-05T12:30:00,100000000.0,46176050.26,6778216.39,2447640.0,110231540.26,109225856.39,1005683.8755,0.0,0
2026-01-05T12:35:00,100000000.0,46176050.26,6778216.39,2447479.0,110231379.26,109225695.39,1005683.8755,0.0,0
2026-01-05T12:40:00,100000000.0,46176050.26,6778216.39,2726332.0,110510232.26,109504548.39,1005683.8755,0.0,0
2026-01-05T12:45:00,100000000.0,67828944.62,7921092.87,1813490.0,110419884.62,109734582.87,685301.7555,0.0008,0
2026-01-05T12:50:00,100000000.0,26974817.42,7921092.87,1799000.0,110399267.42,109720092.87,679174.5555,0.001,0
2026-01-05T12:55:00,100000000.0,26974817.42,7921092.87,2375219.0,110975486.42,110296311.87,679174.5555,0.0,0
2026-01-05T13:00:00,100000000.0,26974817.42,7921092.87,2161319.0,110761586.42,110082411.87,679174.5555,0.0019,0
2026-01-05T13:05:00,100000000.0,26974817.42,7921092.87,2447048.0,111047315.42,110368140.87,679174.5555,0.0,0
2026-01-05T13:10:00,100000000.0,26974817.42,7921092.87,2502524.0,111102791.42,110423616.87,679174.5555,0.0,0
2026-01-05T13:15:00,100000000.0,26974817.42,7921092.87,2713595.0,111313862.42,110634687.87,679174.5555,0.0,0
2026-01-05T13:20:00,100000000.0,26974817.42,7921092.87,3073223.0,111673490.42,110994315.87,679174.5555,0.0,0
2026-01-05T13:25:00,100000000.0,67412609.66,7504757.91,2965445.0,111155504.66,110470202.91,685301.7555,0.0046,0
2026-01-05T13:30:00,100000000.0,67412609.66,7504757.91,3233510.0,111423569.66,110738267.91,685301.7555,0.0022,0
2026-01-05T13:35:00,100000000.0,30165423.42,7504757.91,3342185.0,111526658.42,110846942.91,679715.5155,0.0013,0
2026-01-05T13:40:00,100000000.0,30165423.42,7504757.91,2986904.0,111171377.42,110491661.91,679715.5155,0.0045,0
2026-01-05T13:45:00,100000000.0,30165423.42,7504757.91,2621319.0,110805792.42,110126076.91,679715.5155,0.0078,0
2026-01-05T13:50:00,100000000.0,30165423.42,7504757.91,2879264.0,111063737.42,110384021.91,679715.5155,0.0055,0
2026-01-05T13:55:00,100000000.0,66374877.03,6467025.28,3803450.0,110955777.03,110270475.28,685301.7555,0.0064,0
2026-01-05T14:00:00,100000000.0,66374877.03,6467025.28,3895220.0,111047547.03,110362245.28,685301.7555,0.0056,0
2026-01-05T14:05:00,100000000.0,66374877.03,6467025.28,3921785.0,111074112.03,110388810.28,685301.7555,0.0054,0
2026-01-05T14:10:00,100000000.0,66374877.03,6467025.28,4218830.0,111371157.03,110685855.28,685301.7555,0.0027,0
2026-01-05T14:15:00,100000000.0,66374877.03,6467025.28,4240565.0,111392892.03,110707590.28,685301.7555,0.0025,0
2026-01-05T14:20:00,100000000.0,66374877.03,6467025.28,4226075.0,111378402.03,110693100.28,685301.7555,0.0026,0
2026-01-05T14:25:00,100000000.0,66374877.03,6467025.28,4112570.0,111264897.03,110579595.28,685301.7555,0.0037,0
2026-01-05T14:30:00,100000000.0,66374877.03,6467025.28,4025630.0,111177957.03,110492655.28,685301.7555,0.0044,0
2026-01-05T14:35:00,100000000.0,66374877.03,6467025.28,3791375.0,110943702.03,110258400.28,685301.7555,0.0065,0
2026-01-05T14:40:00,100000000.0,66374877.03,6467025.28,4020800.0,111173127.03,110487825.28,685301.7555,0.0045,0
2026-01-05T14:45:00,100000000.0,66374877.03,6467025.28,4105325.0,111257652.03,110572350.28,685301.7555,0.0037,0
2026-01-05T14:50:00,100000000.0,66374877.03,6467025.28,4011140.0,111163467.03,110478165.28,685301.7555,0.0046,0
2026-01-05T14:55:00,100000000.0,66374877.03,6467025.28,3919370.0,111071697.03,110386395.28,685301.7555,0.0054,0
2026-01-05T15:00:00,100000000.0,66374877.03,6467025.28,4153625.0,111305952.03,110620650.28,685301.7555,0.0033,0
2026-01-05T15:05:00,100000000.0,66374877.03,6467025.28,4136720.0,111289047.03,110603745.28,685301.7555,0.0034,0
2026-01-05T15:10:00,100000000.0,66374877.03,6467025.28,4189850.0,111342177.03,110656875.28,685301.7555,0.003,0
2026-01-05T15:15:00,100000000.0,66374877.03,6467025.28,4252640.0,111404967.03,110719665.28,685301.7555,0.0024,0
2026-01-05T15:20:00,100000000.0,111061667.54,11061667.54,0,111061667.54,111061667.54,0.0,0.0055,0
2026-01-05T15:25:00,100000000.0,111061667.54,11061667.54,0,111061667.54,111061667.54,0.0,0.0055,0
2026-01-05T15:30:00,100000000.0,111061667.54,11061667.54,0,111061667.54,111061667.54,0.0,0.0055,0
2026-01-06T09:00:00,100000000.0,111061667.54,11061667.54,0,111061667.54,111061667.54,0.0,0.0055,0
2026-01-06T09:05:00,100000000.0,3860889.83,11061667.54,0.0,111045589.83,111061667.54,16077.705,0.0056,0
2026-01-06T09:10:00,100000000.0,3860889.83,11061667.54,491568.0,111537157.83,111553235.54,16077.705,0.0012,0
2026-01-06T09:15:00,100000000.0,3860889.83,11061667.54,352688.0,111398277.83,111414355.54,16077.705,0.0025,0
2026-01-06T09:20:00,100000000.0,15118594.42,11061667.54,427575.0,111662569.42,111489242.54,173326.88,0.0001,0
2026-01-06T09:25:00,100000000.0,15118594.42,11061667.54,730581.0,111965575.42,111792248.54,173326.88,0.0,0
2026-01-06T09:30:00,100000000.0,15118594.42,11061667.54,1370776.0,112605770.42,112432443.54,173326.88,0.0,0
2026-01-06T09:35:00,100000000.0,15118594.42,11061667.54,634210.0,111869204.42,111695877.54,173326.88,0.0065,0
2026-01-06T09:40:00,100000000.0,14134630.79,10786310.18,485728.0,111445258.79,111272038.18,173220.605,0.0103,0
2026-01-06T09:45:00,100000000.0,14134630.79,10786310.18,93688.0,111053218.79,110879998.18,173220.605,0.0138,0
2026-01-06T09:50:00,100000000.0,14134630.79,10786310.18,-55284.0,110904246.79,110731026.18,173220.605,0.0151,0
2026-01-06T09:55:00,100000000.0,14134630.79,10786310.18,-370524.0,110589006.79,110415786.18,173220.605,0.0179,0
2026-01-06T10:00:00,100000000.0,14134630.79,10786310.18,-477054.0,110482476.79,110309256.18,173220.605,0.0189,0
2026-01-06T10:05:00,100000000.0,14134630.79,10786310.18,10519.0,110970049.79,110796829.18,173220.605,0.0145,0
2026-01-06T10:10:00,100000000.0,14134630.79,10786310.18,99519.0,111059049.79,110885829.18,173220.605,0.0137,0
2026-01-06T10:15:00,100000000.0,75334158.54,10771473.34,201240.0,110967398.54,110972713.34,5314.8,0.0145,0
2026-01-06T10:20:00,100000000.0,75334158.54,10771473.34,357760.0,111123918.54,111129233.34,5314.8,0.0132,0
2026-01-06T10:25:00,100000000.0,75334158.54,10771473.34,260580.0,111026738.54,111032053.34,5314.8,0.014,0
2026-01-06T10:30:00,100000000.0,33403919.95,10771473.34,149640.0,110909509.95,110921113.34,11603.3925,0.0151,0
2026-01-06T10:35:00,100000000.0,68766827.55,10697066.14,-226016.0,110464761.55,110471050.14,6288.5925,0.019,0
2026-01-06T10:40:00,100000000.0,17009065.05,10697066.14,-17153.0,110665862.05,110679913.14,14051.0925,0.0172,0
2026-01-06T10:45:00,100000000.0,17009065.05,10697066.14,-7754.0,110675261.05,110689312.14,14051.0925,0.0171,0
2026-01-06T10:50:00,100000000.0,32648408.74,10697066.14,-211094.0,110586264.74,110485972.14,100292.6025,0.0179,0
2026-01-06T10:55:00,100000000.0,73785684.33,9904103.13,368529.0,110379213.33,110272632.13,106581.195,0.0198,0
2026-01-06T11:00:00,100000000.0,73785684.33,9904103.13,452571.0,110463255.33,110356674.13,106581.195,0.019,0
2026-01-06T11:05:00,100000000.0,67981752.78,9940045.58,0.0,109933752.78,109940045.58,6292.8,0.0237,0
2026-01-06T11:10:00,100000000.0,26745668.29,9940045.58,-373152.0,109554416.29,109566893.58,12477.285,0.0271,0
2026-01-06T11:15:00,100000000.0,26745668.29,9940045.58,-406518.0,109521050.29,109533527.58,12477.285,0.0274,0
2026-01-06T11:20:00,100000000.0,26745668.29,9940045.58,-693879.0,109233689.29,109246166.58,12477.285,0.0299,0
2026-01-06T11:25:00,100000000.0,26745668.29,9940045.58,-1066017.0,108861551.29,108874028.58,12477.285,0.0333,0
2026-01-06T11:30:00,100000000.0,108390150.49,8390150.49,0,108390150.49,108390150.49,0.0,0.0374,0
2026-01-06T11:35:00,100000000.0,108390150.49,8390150.49,0,108390150.49,108390150.49,0.0,0.0374,0
2026-01-06T11:40:00,100000000.0,-1047062.63,8390150.49,0.0,108373737.37,108390150.49,16413.12,0.0376,0
2026-01-06T11:45:00,100000000.0,-1047062.63,8390150.49,-479208.0,107894529.37,107910942.49,16413.12,0.0418,0
2026-01-06T11:50:00,100000000.0,-1047062.63,8390150.49,197784.0,108571521.37,108587934.49,16413.12,0.0358,0
2026-01-06T11:55:00,100000000.0,-1047062.63,8390150.49,-145140.0,108228597.37,108245010.49,16413.12,0.0389,0
2026-01-06T12:00:00,100000000.0,-1047062.63,8390150.49,72816.0,108446553.37,108462966.49,16413.12,0.0369,0
2026-01-06T12:05:00,100000000.0,-1047062.63,8390150.49,391140.0,108764877.37,108781290.49,16413.12,0.0341,0
2026-01-06T12:10:00,100000000.0,-10890817.65,7625616.93,1001880.0,108916162.35,108627496.93,288665.415,0.0328,0
2026-01-06T12:15:00,100000000.0,-10890817.65,7625616.93,1268364.0,109182646.35,108893980.93,288665.415,0.0304,0
2026-01-06T12:20:00,100000000.0,-10890817.65,7625616.93,1686516.0,109600798.35,109312132.93,288665.415,0.0267,0
2026-01-06T12:25:00,100000000.0,-10890817.65,7625616.93,1032156.0,108946438.35,108657772.93,288665.415,0.0325,0
2026-01-06T12:30:00,100000000.0,-10890817.65,7625616.93,1338588.0,109252870.35,108964204.93,288665.415,0.0298,0
2026-01-06T12:35:00,100000000.0,-10890817.65,7625616.93,1684920.0,109599202.35,109310536.93,288665.415,0.0267,0
2026-01-06T12:40:00,100000000.0,-10890817.65,7625616.93,803928.0,108718210.35,108429544.93,288665.415,0.0345,0
2026-01-06T12:45:00,100000000.0,56203293.21,6895455.68,338100.0,107532393.21,107233555.68,298837.53,0.0451,0
2026-01-06T12:50:00,100000000.0,56203293.21,6895455.68,418140.0,107612433.21,107313595.68,298837.53,0.0443,0
2026-01-06T12:55:00,100000000.0,56203293.21,6895455.68,362940.0,107557233.21,107258395.68,298837.53,0.0448,0
2026-01-06T13:00:00,100000000.0,56203293.21,6895455.68,729330.0,107923623.21,107624785.68,298837.53,0.0416,0
